,Date,Open,High,Low,Close,Volume
4273,2016-12-27,200.649994,206.979996,200.059998,201.479996,74700
4274,2016-12-28,200.199997,203.190002,196.360001,197.600006,69300
4275,2016-12-29,201.009995,201.009995,196.990005,198.5,44400
4276,2016-12-30,198.669998,199.399994,195.899994,197.399994,63400
4277,2017-01-03,198.550003,200.350006,197.020004,197.839996,107700
4278,2017-01-04,197.649994,198.660004,197.039993,197.940002,120100
4279,2017-01-05,197.660004,202.740005,197.660004,199.610001,109300
4280,2017-01-06,200.240005,201.860001,198.789993,199.169998,74900
4281,2017-01-09,199.690002,200.889999,196.669998,198.630005,73100
4282,2017-01-10,199.669998,200.960007,197.910004,200.779999,66900
4283,2017-01-11,197.539993,202.440002,197.539993,201.0,92200
4284,2017-01-12,200.059998,201.160004,197.619995,200.470001,58700
4285,2017-01-13,201.580002,204.220001,201.119995,203.800003,47500
4286,2017-01-17,202.490005,202.490005,200.080002,200.919998,48500
4287,2017-01-18,201.410004,204.089996,200.419998,202.509995,56500
4288,2017-01-19,202.0,202.0,198.75,199.0,78700
4289,2017-01-20,198.75,202.820007,197.869995,201.550003,102400
4290,2017-01-23,201.919998,205.919998,200.809998,205.100006,65300
4291,2017-01-24,202.070007,205.960007,199.0,202.960007,102200
4292,2017-01-25,202.580002,204.889999,201.410004,203.300003,84800
4293,2017-01-26,203.529999,203.529999,199.240005,201.300003,48400
4294,2017-01-27,200.720001,202.889999,199.190002,199.580002,69300
4295,2017-01-30,198.580002,200.0,196.669998,199.460007,78900
4296,2017-01-31,198.699997,202.490005,196.410004,201.300003,111600
4297,2017-02-01,198.229996,199.029999,191.509995,196.509995,167800
4298,2017-02-02,196.910004,197.580002,190.020004,191.5,141300
4299,2017-02-03,192.669998,196.300003,192.669998,195.479996,84600
4300,2017-02-06,194.309998,194.630005,189.869995,190.300003,63300
4301,2017-02-07,190.679993,191.0,187.309998,187.990005,51500
4302,2017-02-08,188.210007,189.720001,185.600006,187.490005,47700
4303,2017-02-09,186.179993,190.5,186.179993,190.009995,52400
4304,2017-02-10,190.919998,190.919998,188.119995,189.350006,37100
4305,2017-02-13,190.550003,191.800003,188.490005,191.339996,46800
4306,2017-02-14,190.559998,193.960007,189.539993,192.990005,86400
4307,2017-02-15,192.740005,195.25,187.880005,194.149994,35400
4308,2017-02-16,192.179993,193.559998,190.479996,192.679993,48900
4309,2017-02-17,192.119995,194.550003,191.289993,192.869995,36900
4310,2017-02-21,193.080002,197.220001,191.520004,195.800003,84300
4311,2017-02-22,195.669998,197.009995,192.669998,194.600006,57600
4312,2017-02-23,194.990005,196.179993,191.529999,193.300003,78600
4313,2017-02-24,192.419998,194.479996,192.320007,194.330002,37500
4314,2017-02-27,193.529999,195.699997,191.710007,194.419998,43400
4315,2017-02-28,193.429993,194.990005,191.020004,191.880005,60900
4316,2017-03-01,194.070007,194.610001,191.490005,193.779999,53400
4317,2017-03-02,193.979996,193.979996,188.539993,190.229996,51400
4318,2017-03-03,190.940002,191.089996,187.100006,190.0,49100
4319,2017-03-06,189.0,189.919998,186.830002,187.949997,54600
4320,2017-03-07,187.720001,190.649994,185.919998,187.570007,73200
4321,2017-03-08,188.289993,191.910004,186.860001,189.160004,65900
4322,2017-03-09,189.910004,190.800003,185.910004,187.619995,39500
4323,2017-03-10,185.580002,189.979996,185.429993,186.970001,51900
4324,2017-03-13,186.100006,189.679993,186.100006,188.850006,54200
4325,2017-03-14,187.809998,188.800003,186.279999,188.619995,26600
4326,2017-03-15,189.289993,190.5,187.5,190.020004,35800
4327,2017-03-16,190.449997,192.039993,188.320007,191.050003,54800
4328,2017-03-17,190.539993,193.0,190.330002,191.860001,101800
4329,2017-03-20,191.610001,194.009995,189.110001,192.419998,68500
4330,2017-03-21,193.800003,193.800003,187.229996,187.990005,90400
4331,2017-03-22,187.699997,188.899994,183.619995,186.949997,100700
4332,2017-03-23,186.699997,188.929993,184.630005,186.410004,66400
4333,2017-03-24,186.800003,187.139999,184.589996,186.139999,32100
4334,2017-03-27,183.5,187.869995,182.220001,186.940002,51200
4335,2017-03-28,186.960007,188.490005,185.070007,187.740005,40800
4336,2017-03-29,187.800003,188.5,186.720001,187.809998,43000
4337,2017-03-30,188.100006,189.300003,185.440002,188.289993,48600
4338,2017-03-31,187.529999,189.410004,185.619995,187.800003,53500
4339,2017-04-03,187.899994,194.100006,185.039993,187.429993,78700
4340,2017-04-04,186.399994,188.020004,183.919998,186.25,43500
4341,2017-04-05,186.520004,188.279999,183.029999,184.110001,54800
4342,2017-04-06,187.029999,187.029999,181.410004,183.490005,89900
4343,2017-04-07,183.25,185.710007,181.029999,182.800003,58200
4344,2017-04-10,183.479996,186.369995,183.479996,184.789993,40000
4345,2017-04-11,184.369995,187.169998,182.839996,185.669998,34600
4346,2017-04-12,185.369995,185.869995,183.009995,183.919998,28700
4347,2017-04-13,183.940002,184.009995,181.550003,181.610001,32500
4348,2017-04-17,182.660004,185.729996,181.850006,184.229996,82200
4349,2017-04-18,183.600006,186.740005,183.300003,185.410004,43600
4350,2017-04-19,185.050003,187.25,185.0,185.940002,28400
4351,2017-04-20,185.899994,188.509995,184.110001,188.110001,56700
4352,2017-04-21,188.199997,191.440002,186.020004,187.589996,95100
4353,2017-04-24,190.460007,192.0,187.289993,190.669998,50100
4354,2017-04-25,191.009995,192.350006,189.509995,190.679993,33900
4355,2017-04-26,190.679993,194.580002,189.169998,193.009995,65400
4356,2017-04-27,193.259995,193.899994,189.300003,192.490005,72200
4357,2017-04-28,189.5,191.229996,181.539993,190.169998,167500
4358,2017-05-01,190.440002,194.570007,186.830002,191.350006,88700
4359,2017-05-02,192.160004,193.800003,186.410004,188.009995,78200
4360,2017-05-03,187.679993,190.190002,182.779999,187.839996,119000
4361,2017-05-04,188.5,190.410004,187.309998,189.169998,92000
4362,2017-05-05,189.669998,191.089996,187.649994,190.949997,50200
4363,2017-05-08,190.860001,191.929993,188.199997,191.520004,70500
4364,2017-05-09,191.770004,193.899994,187.25,187.880005,99900
4365,2017-05-10,185.309998,189.809998,185.309998,187.110001,60100
4366,2017-05-11,186.75,188.149994,183.850006,187.050003,49800
4367,2017-05-12,186.800003,186.800003,184.240005,185.309998,53700
4368,2017-05-15,185.050003,189.190002,185.050003,187.070007,54300
4369,2017-05-16,187.080002,188.119995,185.940002,187.660004,33200
4370,2017-05-17,185.160004,188.020004,183.270004,183.899994,61700
4371,2017-05-18,183.699997,185.949997,182.960007,184.130005,118700
4372,2017-05-19,184.360001,186.539993,183.270004,183.779999,167200
4373,2017-05-22,184.080002,186.070007,183.199997,185.220001,61700
4374,2017-05-23,185.669998,186.130005,181.320007,182.100006,144100
4375,2017-05-24,182.490005,183.839996,180.0,181.990005,89500
4376,2017-05-25,182.929993,183.839996,181.130005,181.5,89000
4377,2017-05-26,180.630005,183.5,180.009995,180.770004,90200
4378,2017-05-30,180.419998,183.309998,180.0,182.839996,88400
4379,2017-05-31,183.309998,184.100006,180.190002,182.360001,54500
4380,2017-06-01,183.259995,186.029999,181.570007,185.940002,71300
4381,2017-06-02,185.649994,189.5,184.880005,188.320007,105000
4382,2017-06-05,188.210007,188.210007,183.770004,184.130005,47600
4383,2017-06-06,183.710007,185.809998,182.119995,182.820007,69900
4384,2017-06-07,182.990005,185.419998,181.699997,182.520004,72700
4385,2017-06-08,181.889999,185.199997,181.830002,184.610001,53800
4386,2017-06-09,184.779999,185.460007,178.669998,180.789993,80900
4387,2017-06-12,180.279999,182.740005,177.5,181.190002,85700
4388,2017-06-13,180.789993,183.490005,180.139999,182.119995,108000
4389,2017-06-14,182.779999,184.880005,181.320007,183.399994,68300
4390,2017-06-15,182.160004,183.550003,181.139999,182.820007,74100
4391,2017-06-16,182.25,183.919998,182.0,182.600006,75900
4392,2017-06-19,182.970001,183.419998,180.960007,182.389999,39200
4393,2017-06-20,181.869995,183.940002,181.869995,183.139999,42500
4394,2017-06-21,183.630005,185.339996,182.800003,184.470001,79400
4395,2017-06-22,185.100006,185.110001,182.869995,184.600006,94400
4396,2017-06-23,184.679993,187.770004,183.75,184.949997,263000
4397,2017-06-26,185.600006,187.820007,184.559998,184.839996,149600
4398,2017-06-27,184.110001,187.270004,184.110001,185.110001,108100
4399,2017-06-28,185.990005,189.669998,185.5,188.830002,121800
4400,2017-06-29,189.119995,189.990005,186.509995,189.100006,166300
4401,2017-06-30,189.699997,193.470001,189.100006,191.669998,180100
4402,2017-07-03,192.039993,192.25,186.100006,186.539993,46500
4403,2017-07-05,186.320007,186.889999,183.589996,184.520004,66900
4404,2017-07-06,183.059998,184.990005,181.800003,182.619995,58000
4405,2017-07-07,183.440002,186.960007,183.440002,184.990005,47900
4406,2017-07-10,184.679993,186.949997,183.070007,183.770004,45800
4407,2017-07-11,184.320007,186.869995,182.289993,184.339996,77200
4408,2017-07-12,185.110001,188.649994,185.110001,187.679993,44800
4409,2017-07-13,187.199997,194.490005,184.679993,185.789993,32600
4410,2017-07-14,185.800003,186.25,184.380005,184.729996,32300
4411,2017-07-17,184.720001,186.800003,184.160004,185.820007,49800
4412,2017-07-18,186.360001,188.979996,185.440002,188.75,79100
4413,2017-07-19,189.270004,190.089996,186.389999,189.809998,62100
4414,2017-07-20,189.800003,191.160004,187.910004,189.320007,54500
4415,2017-07-21,189.729996,189.729996,187.5,188.479996,82200
4416,2017-07-24,187.809998,193.419998,187.729996,191.899994,72700
4417,2017-07-25,192.199997,196.350006,190.089996,192.509995,112600
4418,2017-07-26,193.0,196.100006,189.029999,191.559998,28300
4419,2017-07-27,191.940002,192.800003,186.179993,189.179993,45200
4420,2017-07-28,170.0,170.389999,135.210007,139.990005,794400
4421,2017-07-31,139.899994,140.710007,134.169998,134.509995,350800
4422,2017-08-01,134.899994,138.070007,133.190002,136.279999,310500
4423,2017-08-02,136.289993,137.320007,133.809998,135.929993,164600
4424,2017-08-03,135.919998,135.919998,132.259995,133.559998,134300
4425,2017-08-04,133.559998,135.889999,132.979996,135.729996,158000
4426,2017-08-07,135.559998,135.630005,131.509995,132.130005,154000
4427,2017-08-08,131.979996,132.419998,130.669998,131.490005,124800
4428,2017-08-09,130.919998,132.919998,128.770004,130.600006,115100
4429,2017-08-10,129.889999,130.600006,127.099998,127.739998,135800
4430,2017-08-11,128.139999,129.889999,126.07,129.009995,157700
4431,2017-08-14,129.050003,132.490005,128.520004,128.919998,343900
4432,2017-08-15,128.729996,129.860001,127.25,128.690002,194300
4433,2017-08-16,128.889999,129.539993,127.230003,128.720001,125400
4434,2017-08-17,128.130005,129.259995,126.790001,127.459999,123500
4435,2017-08-18,126.940002,127.489998,125.150002,125.93,183900
4436,2017-08-21,125.599998,126.209999,123.360001,125.209999,153700
4437,2017-08-22,125.720001,128.160004,125.660004,126.139999,134700
4438,2017-08-23,125.839996,126.589996,125.0,125.639999,58700
4439,2017-08-24,126.110001,126.790001,125.349998,125.639999,43900
4440,2017-08-25,126.43,126.629997,125.169998,125.760002,40900
4441,2017-08-28,125.779999,126.419998,125.300003,126.309998,100200
4442,2017-08-29,125.379997,128.479996,125.330002,126.699997,159100
4443,2017-08-30,126.949997,127.099998,125.059998,125.730003,142600
4444,2017-08-31,126.25,130.119995,125.879997,129.0,130100
4445,2017-09-01,128.940002,129.619995,127.57,128.5,97100
4446,2017-09-05,128.160004,128.880005,127.080002,128.309998,115500
4447,2017-09-06,128.169998,129.070007,127.75,128.190002,156500
4448,2017-09-07,128.869995,130.399994,127.910004,128.360001,94400
4449,2017-09-08,128.149994,128.929993,127.129997,128.25,143900
4450,2017-09-11,128.919998,129.259995,127.970001,128.199997,138800
4451,2017-09-12,128.190002,129.419998,128.179993,128.520004,269400
4452,2017-09-13,128.710007,133.460007,128.559998,132.210007,133800
4453,2017-09-14,132.050003,132.179993,129.699997,130.100006,87400
4454,2017-09-15,129.389999,131.25,126.010002,126.809998,150700
4455,2017-09-18,126.709999,127.330002,125.260002,125.949997,175800
4456,2017-09-19,126.489998,126.959999,125.010002,125.849998,88100
4457,2017-09-20,125.769997,126.150002,124.5,125.300003,72400
4458,2017-09-21,124.660004,126.25,123.150002,124.510002,67200
4459,2017-09-22,123.93,125.550003,123.93,124.760002,58400
4460,2017-09-25,124.790001,125.0,122.910004,123.959999,51000
4461,2017-09-26,124.440002,125.120003,124.07,124.540001,88100
4462,2017-09-27,124.910004,128.0,124.82,127.330002,93800
4463,2017-09-28,127.269997,128.110001,126.910004,127.720001,68300
4464,2017-09-29,128.0,128.509995,126.849998,127.709999,50500
4465,2017-10-02,128.0,129.860001,128.0,129.059998,69200
4466,2017-10-03,129.059998,129.970001,128.169998,129.270004,57300
4467,2017-10-04,129.970001,131.279999,129.300003,130.990005,113800
4468,2017-10-05,130.979996,131.5,129.169998,131.160004,74100
4469,2017-10-06,131.110001,131.949997,129.059998,131.360001,103400
4470,2017-10-09,131.850006,132.740005,130.740005,132.119995,74800
4471,2017-10-10,132.229996,132.820007,131.929993,132.350006,69200
4472,2017-10-11,132.229996,132.899994,131.330002,132.130005,65200
4473,2017-10-12,132.119995,134.070007,131.949997,133.570007,80100
4474,2017-10-13,134.059998,136.009995,133.600006,135.0,191300
4475,2017-10-16,134.990005,135.899994,134.990005,135.830002,99000
4476,2017-10-17,136.0,137.440002,135.179993,135.889999,103500
4477,2017-10-18,135.880005,137.100006,135.429993,136.0,66300
4478,2017-10-19,135.740005,136.610001,134.800003,135.559998,70600
4479,2017-10-20,136.800003,138.550003,135.720001,137.0,114700
4480,2017-10-23,137.270004,137.699997,136.0,136.880005,169000
4481,2017-10-24,136.889999,137.419998,136.25,137.039993,63400
4482,2017-10-25,136.880005,138.160004,135.100006,137.850006,112000
4483,2017-10-26,138.589996,141.149994,136.899994,140.960007,177700
4484,2017-10-27,141.25,143.369995,136.259995,140.860001,154500
4485,2017-10-30,140.320007,141.279999,135.380005,135.809998,166600
4486,2017-10-31,136.440002,138.029999,131.339996,132.259995,235800
4487,2017-11-01,133.399994,134.960007,129.679993,134.539993,159000
4488,2017-11-02,134.339996,135.089996,131.559998,133.990005,108200
4489,2017-11-03,134.009995,134.160004,132.479996,133.679993,122900
4490,2017-11-06,133.320007,135.990005,132.610001,134.300003,123600
4491,2017-11-07,134.449997,134.449997,132.679993,133.710007,87000
4492,2017-11-08,133.009995,134.789993,132.570007,134.389999,91900
4493,2017-11-09,132.979996,134.979996,132.160004,133.389999,95000
4494,2017-11-10,133.100006,134.399994,132.100006,133.5,80300
4495,2017-11-13,132.649994,133.990005,131.619995,132.220001,83000
4496,2017-11-14,131.789993,134.190002,130.869995,133.179993,198100
4497,2017-11-15,132.619995,133.600006,131.619995,132.240005,132600
4498,2017-11-16,132.779999,134.570007,132.779999,133.419998,84700
4499,2017-11-17,133.070007,134.259995,132.520004,133.759995,102300
4500,2017-11-20,134.0,134.929993,133.789993,134.589996,84800
4501,2017-11-21,135.339996,137.0,134.990005,137.0,65800
4502,2017-11-22,137.0,137.860001,135.789993,137.460007,40400
4503,2017-11-24,138.119995,138.119995,136.0,137.429993,29700
4504,2017-11-27,137.440002,138.25,136.059998,136.300003,58400
4505,2017-11-28,136.25,138.449997,135.410004,138.199997,48300
4506,2017-11-29,138.5,138.5,136.070007,136.589996,60700
4507,2017-11-30,137.160004,137.699997,135.0,136.759995,55700
4508,2017-12-01,136.839996,137.669998,133.419998,135.0,54500
4509,2017-12-04,136.160004,137.630005,134.679993,135.229996,117000
4510,2017-12-05,135.259995,136.539993,133.440002,134.559998,54800
4511,2017-12-06,134.509995,136.179993,133.570007,134.470001,76800
4512,2017-12-07,132.559998,136.309998,131.070007,133.990005,97000
4513,2017-12-08,134.539993,138.800003,132.910004,136.25,99300
4514,2017-12-11,136.369995,136.369995,133.119995,133.679993,101300
4515,2017-12-12,133.869995,135.190002,131.889999,132.360001,52100
4516,2017-12-13,132.779999,134.940002,131.789993,132.850006,101300
4517,2017-12-14,133.089996,133.149994,130.449997,131.75,105900
4518,2017-12-15,131.619995,133.789993,129.75,132.649994,186700
4519,2017-12-18,132.869995,135.830002,132.179993,133.979996,65300
4520,2017-12-19,133.970001,136.039993,132.729996,134.820007,105700
4521,2017-12-20,135.210007,136.479996,132.759995,135.070007,67400
4522,2017-12-21,135.389999,135.990005,132.75,133.649994,65200
4523,2017-12-22,133.559998,134.570007,131.5,131.929993,82400
4524,2017-12-26,132.029999,132.369995,130.690002,131.039993,81500
4525,2017-12-27,130.990005,132.820007,130.509995,131.389999,59900
4526,2017-12-28,132.009995,132.479996,131.199997,131.600006,31300
4527,2017-12-29,131.809998,132.960007,130.889999,131.300003,37000
4528,2018-01-02,131.639999,134.669998,130.550003,131.800003,55500
4529,2018-01-03,131.929993,134.009995,131.699997,132.380005,71900
4530,2018-01-04,133.259995,135.440002,133.039993,135.059998,76500
4531,2018-01-05,135.339996,135.889999,134.009995,135.009995,51200
4532,2018-01-08,134.770004,136.940002,133.949997,136.610001,56700
4533,2018-01-09,136.690002,136.960007,134.110001,136.25,55100
4534,2018-01-10,134.600006,136.960007,134.289993,136.619995,42700
4535,2018-01-11,136.970001,139.589996,134.490005,138.360001,58000
4536,2018-01-12,138.619995,139.800003,137.050003,139.75,53700
4537,2018-01-16,139.960007,142.149994,138.0,138.309998,63200
4538,2018-01-17,138.600006,139.850006,137.929993,139.600006,51800
4539,2018-01-18,138.990005,139.990005,137.880005,138.850006,71900
4540,2018-01-19,138.580002,141.179993,138.029999,140.979996,71900
4541,2018-01-22,140.649994,140.979996,138.539993,139.220001,56900
4542,2018-01-23,139.330002,140.339996,138.009995,139.100006,35100
4543,2018-01-24,139.679993,140.580002,138.009995,138.289993,89400
4544,2018-01-25,138.470001,140.149994,136.729996,137.330002,174800
4545,2018-01-26,137.770004,139.679993,132.0,137.789993,214300
4546,2018-01-29,137.119995,138.990005,134.820007,137.949997,99800
4547,2018-01-30,137.059998,139.160004,136.350006,138.380005,89700
4548,2018-01-31,138.529999,139.850006,136.970001,137.729996,75000
4549,2018-02-01,136.820007,139.589996,136.490005,139.139999,103000
4550,2018-02-02,138.410004,138.820007,135.309998,135.770004,65300
4551,2018-02-05,135.0,135.399994,131.009995,131.589996,74200
4552,2018-02-06,129.470001,134.309998,128.5,133.0,79800
4553,2018-02-07,132.919998,135.570007,130.089996,133.520004,66600
4554,2018-02-08,133.509995,134.399994,131.419998,131.529999,120600
4555,2018-02-09,132.529999,132.949997,128.520004,130.619995,94200
4556,2018-02-12,131.190002,133.139999,129.419998,132.869995,171400
4557,2018-02-13,132.389999,135.0,131.710007,134.509995,59100
4558,2018-02-14,133.399994,136.0,132.809998,135.830002,147200
4559,2018-02-15,136.589996,139.139999,135.440002,137.850006,84800
4560,2018-02-16,137.699997,138.649994,136.399994,137.550003,68600
4561,2018-02-20,137.240005,138.860001,136.690002,137.990005,52200
4562,2018-02-21,138.259995,139.710007,136.350006,136.770004,102200
4563,2018-02-22,137.300003,138.0,136.050003,137.369995,64700
4564,2018-02-23,137.639999,138.449997,136.619995,137.979996,40400
4565,2018-02-26,138.190002,138.539993,136.820007,137.690002,61300
4566,2018-02-27,137.720001,138.559998,134.559998,135.160004,86200
4567,2018-02-28,135.710007,136.839996,127.800003,127.980003,177900
4568,2018-03-01,127.970001,129.660004,122.160004,123.870003,223500
4569,2018-03-02,122.970001,126.690002,122.519997,125.43,191200
4570,2018-03-05,124.839996,134.649994,124.839996,134.139999,203400
4571,2018-03-06,134.729996,135.580002,132.100006,133.199997,115000
4572,2018-03-07,131.960007,134.149994,131.399994,133.25,102000
4573,2018-03-08,135.0,135.0,131.550003,134.210007,82300
4574,2018-03-09,135.339996,136.929993,133.660004,136.270004,108000
4575,2018-03-12,136.580002,136.580002,133.600006,136.070007,80100
4576,2018-03-13,136.699997,136.699997,134.139999,135.039993,112000
4577,2018-03-14,135.289993,135.289993,133.25,133.429993,47400
4578,2018-03-15,133.600006,136.360001,131.850006,133.369995,97000
4579,2018-03-16,132.800003,133.070007,131.029999,131.759995,123000
4580,2018-03-19,131.539993,131.539993,128.220001,130.850006,56500
4581,2018-03-20,130.940002,131.990005,129.75,130.710007,56500
4582,2018-03-21,131.589996,132.729996,128.25,130.729996,37200
4583,2018-03-22,129.729996,132.720001,128.360001,130.860001,144000
4584,2018-03-23,129.5,130.770004,127.75,129.770004,141600
4585,2018-03-26,130.830002,131.220001,128.479996,130.699997,64400
4586,2018-03-27,131.25,133.149994,126.760002,128.419998,91700
4587,2018-03-28,128.220001,129.110001,125.949997,127.699997,89400
4588,2018-03-29,128.190002,131.369995,127.339996,128.990005,143600
4589,2018-04-02,128.710007,132.410004,124.790001,125.540001,115200
4590,2018-04-03,126.260002,128.970001,125.040001,126.82,59900
4591,2018-04-04,124.0,127.239998,123.0,126.800003,133000
4592,2018-04-05,127.699997,128.639999,126.739998,127.580002,111200
4593,2018-04-06,126.949997,128.130005,124.599998,125.870003,76300
4594,2018-04-09,126.57,127.940002,125.32,125.440002,62700
4595,2018-04-10,126.709999,128.710007,125.339996,127.510002,104400
4596,2018-04-11,129.850006,129.990005,127.0,128.699997,86100
4597,2018-04-12,129.139999,130.830002,127.339996,129.520004,112000
4598,2018-04-13,130.179993,130.899994,127.75,130.179993,108700
4599,2018-04-16,130.740005,132.899994,127.980003,132.360001,84900
4600,2018-04-17,132.699997,135.100006,132.699997,134.630005,147900
4601,2018-04-18,134.710007,136.240005,133.860001,134.820007,51400
4602,2018-04-19,134.539993,135.649994,133.039993,134.240005,38200
4603,2018-04-20,133.679993,133.679993,130.880005,131.550003,42400
4604,2018-04-23,132.380005,133.440002,130.330002,131.520004,29700
4605,2018-04-24,132.139999,132.820007,128.729996,130.339996,87800
4606,2018-04-25,130.660004,132.300003,129.0,131.580002,53500
4607,2018-04-26,132.020004,134.070007,130.020004,132.289993,39600
4608,2018-04-27,125.0,129.809998,123.620003,126.690002,138000
4609,2018-04-30,126.769997,130.449997,125.839996,127.459999,126300
4610,2018-05-01,127.279999,131.240005,126.199997,130.820007,134200
4611,2018-05-02,130.839996,134.089996,128.580002,130.309998,92100
4612,2018-05-03,130.070007,132.800003,126.959999,129.119995,73300
4613,2018-05-04,128.699997,130.940002,128.699997,130.199997,70600
4614,2018-05-07,130.410004,131.679993,129.369995,129.929993,46600
4615,2018-05-08,130.0,131.460007,128.619995,131.039993,83500
4616,2018-05-09,131.229996,131.490005,129.419998,130.600006,30800
4617,2018-05-10,131.110001,132.350006,129.440002,130.179993,76600
4618,2018-05-11,130.460007,130.729996,128.75,129.279999,51800
4619,2018-05-14,129.580002,129.580002,126.610001,127.129997,68500
4620,2018-05-15,126.489998,129.029999,126.489998,127.459999,117700
4621,2018-05-16,127.279999,129.669998,127.279999,128.809998,75400
4622,2018-05-17,128.580002,129.759995,128.270004,129.479996,80000
4623,2018-05-18,129.889999,131.5,129.75,130.800003,94200
4624,2018-05-21,130.880005,131.919998,129.009995,130.179993,87800
4625,2018-05-22,130.539993,131.320007,128.449997,129.75,72500
4626,2018-05-23,129.259995,130.589996,128.740005,130.100006,55200
4627,2018-05-24,130.130005,131.130005,128.720001,130.949997,85200
4628,2018-05-25,131.039993,132.050003,129.839996,130.720001,50200
4629,2018-05-29,130.320007,131.360001,129.0,129.270004,64800
4630,2018-05-30,129.809998,133.860001,129.809998,132.240005,67600
4631,2018-05-31,132.240005,135.289993,129.119995,129.570007,76200
4632,2018-06-01,130.050003,131.199997,128.979996,130.419998,70300
4633,2018-06-04,131.080002,131.539993,129.279999,131.119995,59500
4634,2018-06-05,131.460007,132.860001,130.820007,131.309998,49400
4635,2018-06-06,131.860001,133.669998,131.210007,131.779999,54800
4636,2018-06-07,131.410004,131.809998,129.25,129.899994,54900
4637,2018-06-08,129.869995,131.75,129.759995,129.960007,35000
4638,2018-06-11,130.149994,131.410004,129.070007,131.089996,40700
4639,2018-06-12,131.369995,132.720001,130.039993,132.520004,35000
4640,2018-06-13,132.509995,133.839996,131.259995,132.720001,73300
4641,2018-06-14,132.419998,133.460007,131.589996,133.160004,49600
4642,2018-06-15,132.720001,135.289993,132.720001,134.740005,100500
4643,2018-06-18,134.279999,136.470001,133.509995,135.779999,70000
4644,2018-06-19,134.889999,136.029999,133.429993,135.5,61700
4645,2018-06-20,135.509995,136.990005,134.619995,135.0,57500
4646,2018-06-21,135.149994,135.5,129.360001,132.460007,44700
4647,2018-06-22,133.139999,133.139999,130.979996,131.149994,239200
4648,2018-06-25,130.690002,132.419998,127.459999,128.759995,66100
4649,2018-06-26,128.690002,130.039993,128.360001,129.610001,54400
4650,2018-06-27,129.830002,129.990005,124.959999,125.059998,62600
4651,2018-06-28,124.849998,127.589996,124.0,127.300003,67500
4652,2018-06-29,127.730003,128.929993,127.269997,127.75,85400
4653,2018-07-02,127.0,129.679993,126.0,129.630005,111000
4654,2018-07-03,130.289993,132.059998,129.889999,131.759995,39500
4655,2018-07-05,131.940002,134.160004,131.559998,134.050003,65500
4656,2018-07-06,133.779999,135.860001,133.429993,134.880005,48100
4657,2018-07-09,134.539993,136.119995,134.100006,135.119995,49100
4658,2018-07-10,135.5,136.009995,134.630005,134.919998,58300
4659,2018-07-11,133.529999,135.070007,133.100006,134.259995,49000
4660,2018-07-12,135.240005,136.910004,134.699997,136.309998,60300
4661,2018-07-13,136.330002,137.220001,135.600006,135.830002,34800
4662,2018-07-16,136.009995,136.160004,134.119995,135.300003,36000
4663,2018-07-17,134.190002,135.190002,133.960007,134.880005,34700
4664,2018-07-18,135.089996,136.059998,134.669998,135.830002,45300
4665,2018-07-19,135.369995,137.809998,135.369995,137.539993,47600
4666,2018-07-20,137.25,137.610001,135.220001,135.289993,36200
4667,2018-07-23,135.089996,135.139999,133.210007,134.199997,38000
4668,2018-07-24,135.050003,135.160004,131.699997,133.320007,144500
4669,2018-07-25,133.389999,136.320007,133.179993,135.270004,51900
4670,2018-07-26,135.039993,137.399994,133.820007,137.380005,75300
4671,2018-07-27,138.5,138.5,128.479996,129.160004,126800
4672,2018-07-30,129.289993,130.75,126.32,127.93,91500
4673,2018-07-31,128.119995,130.309998,126.370003,130.149994,94600
4674,2018-08-01,130.350006,133.130005,130.350006,132.309998,72400
4675,2018-08-02,131.419998,136.690002,131.179993,136.550003,224800
4676,2018-08-03,136.649994,137.490005,132.479996,134.889999,61400
4677,2018-08-06,134.470001,137.5,134.199997,137.169998,162100
4678,2018-08-07,137.5,139.600006,137.289993,137.860001,48500
4679,2018-08-08,138.240005,139.619995,136.759995,137.970001,73400
4680,2018-08-09,138.539993,142.029999,138.539993,139.75,87200
4681,2018-08-10,139.139999,142.600006,139.139999,141.460007,71900
4682,2018-08-13,141.210007,142.899994,138.509995,140.779999,56700
4683,2018-08-14,141.779999,143.809998,141.059998,142.149994,71100
4684,2018-08-15,141.229996,142.809998,139.529999,140.570007,68600
4685,2018-08-16,140.929993,143.070007,139.429993,141.070007,66100
4686,2018-08-17,140.529999,141.899994,139.220001,139.529999,209200
4687,2018-08-20,140.080002,142.949997,138.710007,140.919998,90900
4688,2018-08-21,141.759995,142.869995,140.699997,141.070007,33400
4689,2018-08-22,140.399994,142.740005,140.199997,141.559998,72400
4690,2018-08-23,141.070007,142.770004,140.399994,141.789993,33200
4691,2018-08-24,142.399994,150.080002,142.350006,149.669998,224900
4692,2018-08-27,149.669998,149.669998,146.559998,146.929993,87000
4693,2018-08-28,147.369995,148.850006,146.75,147.839996,73400
4694,2018-08-29,148.0,149.050003,147.020004,147.800003,50800
4695,2018-08-30,147.779999,148.839996,146.520004,147.179993,30800
4696,2018-08-31,147.259995,149.190002,146.520004,149.0,44000
4697,2018-09-04,148.490005,148.490005,146.580002,147.75,50900
4698,2018-09-05,147.309998,147.309998,142.5,144.839996,80200
4699,2018-09-06,145.220001,145.660004,142.520004,144.809998,82900
4700,2018-09-07,144.259995,145.169998,142.0,144.539993,99600
